image_path,image_label_path,up,down,left,right,width,height
images1/source/images/11_33.jpg,images1/source/labels/11_33_label.jpg,134,264,400,610,900,600
images1/source/images/11_34.jpg,images1/source/labels/11_34_label.jpg,134,260,398,619,900,600
images1/source/images/11_35.jpg,images1/source/labels/11_35_label.jpg,134,261,394,596,900,600
images1/source/images/11_36.jpg,images1/source/labels/11_36_label.jpg,133,262,388,574,900,600
images1/source/images/12_10.jpg,images1/source/labels/12_10_label.jpg,145,243,416,612,900,600
images1/source/images/12_11.jpg,images1/source/labels/12_11_label.jpg,145,248,419,617,900,600
images1/source/images/12_12.jpg,images1/source/labels/12_12_label.jpg,147,244,421,628,900,600
images1/source/images/12_13.jpg,images1/source/labels/12_13_label.jpg,149,240,423,593,900,600
images1/source/images/12_14.jpg,images1/source/labels/12_14_label.jpg,152,237,426,618,900,600
images1/source/images/12_15.jpg,images1/source/labels/12_15_label.jpg,153,235,429,604,900,600
images1/source/images/12_16.jpg,images1/source/labels/12_16_label.jpg,156,244,430,580,900,600
images1/source/images/12_17.jpg,images1/source/labels/12_17_label.jpg,159,240,433,588,900,600
images1/source/images/12_18.jpg,images1/source/labels/12_18_label.jpg,156,243,438,569,900,600
images1/source/images/12_19.jpg,images1/source/labels/12_19_label.jpg,160,246,443,529,900,600
images1/source/images/12_20.jpg,images1/source/labels/12_20_label.jpg,164,226,460,526,900,600
images1/source/images/12_5.jpg,images1/source/labels/12_5_label.jpg,143,223,421,578,900,600
images1/source/images/12_6.jpg,images1/source/labels/12_6_label.jpg,145,227,417,576,900,600
images1/source/images/12_7.jpg,images1/source/labels/12_7_label.jpg,147,231,412,574,900,600
images1/source/images/12_8.jpg,images1/source/labels/12_8_label.jpg,147,234,413,591,900,600
images1/source/images/12_9.jpg,images1/source/labels/12_9_label.jpg,145,238,413,608,900,600
images1/source/images/13_10.jpg,images1/source/labels/13_10_label.jpg,245,296,630,699,900,600
images1/source/images/13_11.jpg,images1/source/labels/13_11_label.jpg,244,296,634,701,900,600
images1/source/images/13_12.jpg,images1/source/labels/13_12_label.jpg,245,295,639,700,900,600
images1/source/images/13_13.jpg,images1/source/labels/13_13_label.jpg,246,294,643,699,900,600
images1/source/images/13_5.jpg,images1/source/labels/13_5_label.jpg,246,293,636,683,900,600
images1/source/images/13_6.jpg,images1/source/labels/13_6_label.jpg,248,295,636,691,900,600
images1/source/images/13_7.jpg,images1/source/labels/13_7_label.jpg,244,302,622,697,900,600
images1/source/images/13_8.jpg,images1/source/labels/13_8_label.jpg,245,299,624,697,900,600
images1/source/images/13_9.jpg,images1/source/labels/13_9_label.jpg,246,296,626,698,900,600
images1/source/images/14_10.jpg,images1/source/labels/14_10_label.jpg,144,285,475,649,900,600
images1/source/images/14_11.jpg,images1/source/labels/14_11_label.jpg,140,283,474,649,900,600
images1/source/images/14_12.jpg,images1/source/labels/14_12_label.jpg,138,279,476,653,900,600
images1/source/images/14_13.jpg,images1/source/labels/14_13_label.jpg,144,283,473,645,900,600
images1/source/images/14_14.jpg,images1/source/labels/14_14_label.jpg,146,290,478,659,900,600
images1/source/images/14_15.jpg,images1/source/labels/14_15_label.jpg,148,286,479,670,900,600
images1/source/images/14_16.jpg,images1/source/labels/14_16_label.jpg,139,285,486,705,900,600
images1/source/images/14_17.jpg,images1/source/labels/14_17_label.jpg,149,284,484,695,900,600
images1/source/images/14_18.jpg,images1/source/labels/14_18_label.jpg,138,280,484,736,900,600
images1/source/images/14_19.jpg,images1/source/labels/14_19_label.jpg,136,284,492,744,900,600
images1/source/images/14_20.jpg,images1/source/labels/14_20_label.jpg,140,290,491,744,900,600
images1/source/images/14_21.jpg,images1/source/labels/14_21_label.jpg,143,296,489,744,900,600
images1/source/images/14_22.jpg,images1/source/labels/14_22_label.jpg,141,300,484,736,900,600
images1/source/images/14_23.jpg,images1/source/labels/14_23_label.jpg,139,304,478,728,900,600
images1/source/images/14_24.jpg,images1/source/labels/14_24_label.jpg,143,312,471,700,900,600
images1/source/images/14_25.jpg,images1/source/labels/14_25_label.jpg,140,305,470,717,900,600
images1/source/images/14_26.jpg,images1/source/labels/14_26_label.jpg,136,298,468,737,900,600
images1/source/images/14_27.jpg,images1/source/labels/14_27_label.jpg,140,296,471,727,900,600
images1/source/images/14_28.jpg,images1/source/labels/14_28_label.jpg,144,295,472,716,900,600
images1/source/images/14_29.jpg,images1/source/labels/14_29_label.jpg,148,293,473,708,900,600
images1/source/images/14_30.jpg,images1/source/labels/14_30_label.jpg,143,303,472,714,900,600
images1/source/images/14_31.jpg,images1/source/labels/14_31_label.jpg,149,294,470,703,900,600
images1/source/images/14_32.jpg,images1/source/labels/14_32_label.jpg,151,295,473,704,900,600
images1/source/images/14_33.jpg,images1/source/labels/14_33_label.jpg,152,296,475,704,900,600
images1/source/images/14_34.jpg,images1/source/labels/14_34_label.jpg,154,297,477,705,900,600
images1/source/images/14_5.jpg,images1/source/labels/14_5_label.jpg,154,247,482,645,900,600
images1/source/images/14_6.jpg,images1/source/labels/14_6_label.jpg,155,280,473,640,900,600
images1/source/images/14_7.jpg,images1/source/labels/14_7_label.jpg,157,278,473,633,900,600
images1/source/images/14_8.jpg,images1/source/labels/14_8_label.jpg,157,278,472,637,900,600
images1/source/images/14_9.jpg,images1/source/labels/14_9_label.jpg,146,281,470,638,900,600
images1/source/images/15_0.jpg,images1/source/labels/15_0_label.jpg,147,269,292,503,900,600
images1/source/images/15_10.jpg,images1/source/labels/15_10_label.jpg,138,267,259,508,900,600
images1/source/images/15_11.jpg,images1/source/labels/15_11_label.jpg,141,267,256,506,900,600
images1/source/images/15_12.jpg,images1/source/labels/15_12_label.jpg,141,265,250,502,900,600
images1/source/images/15_13.jpg,images1/source/labels/15_13_label.jpg,141,263,243,499,900,600
images1/source/images/15_14.jpg,images1/source/labels/15_14_label.jpg,137,270,238,507,900,600
images1/source/images/15_15.jpg,images1/source/labels/15_15_label.jpg,133,277,234,515,900,600
images1/source/images/15_16.jpg,images1/source/labels/15_16_label.jpg,129,285,229,523,900,600
images1/source/images/15_17.jpg,images1/source/labels/15_17_label.jpg,130,291,230,525,900,600
images1/source/images/15_18.jpg,images1/source/labels/15_18_label.jpg,130,297,230,527,900,600
images1/source/images/15_19.jpg,images1/source/labels/15_19_label.jpg,130,304,230,529,900,600
images1/source/images/15_1.jpg,images1/source/labels/15_1_label.jpg,141,267,300,491,900,600
images1/source/images/15_20.jpg,images1/source/labels/15_20_label.jpg,136,292,246,528,900,600
images1/source/images/15_21.jpg,images1/source/labels/15_21_label.jpg,141,281,261,528,900,600
images1/source/images/15_22.jpg,images1/source/labels/15_22_label.jpg,147,270,277,527,900,600
images1/source/images/15_2.jpg,images1/source/labels/15_2_label.jpg,143,269,296,497,900,600
images1/source/images/15_3.jpg,images1/source/labels/15_3_label.jpg,143,271,292,504,900,600
images1/source/images/15_4.jpg,images1/source/labels/15_4_label.jpg,146,271,287,500,900,600
images1/source/images/15_5.jpg,images1/source/labels/15_5_label.jpg,148,272,282,497,900,600
images1/source/images/15_6.jpg,images1/source/labels/15_6_label.jpg,141,271,277,501,900,600
images1/source/images/15_7.jpg,images1/source/labels/15_7_label.jpg,134,270,271,505,900,600
images1/source/images/15_8.jpg,images1/source/labels/15_8_label.jpg,134,269,266,508,900,600
images1/source/images/15_9.jpg,images1/source/labels/15_9_label.jpg,134,268,261,511,900,600
images1/source/images/16_10.jpg,images1/source/labels/16_10_label.jpg,212,363,396,596,900,600
images1/source/images/16_11.jpg,images1/source/labels/16_11_label.jpg,201,357,380,590,900,600
images1/source/images/16_12.jpg,images1/source/labels/16_12_label.jpg,201,367,369,600,900,600
images1/source/images/16_13.jpg,images1/source/labels/16_13_label.jpg,201,380,358,609,900,600
images1/source/images/16_14.jpg,images1/source/labels/16_14_label.jpg,200,395,347,619,900,600
images1/source/images/16_15.jpg,images1/source/labels/16_15_label.jpg,202,387,351,631,900,600
images1/source/images/16_16.jpg,images1/source/labels/16_16_label.jpg,203,383,353,645,900,600
images1/source/images/16_17.jpg,images1/source/labels/16_17_label.jpg,202,386,340,644,900,600
images1/source/images/16_18.jpg,images1/source/labels/16_18_label.jpg,201,391,325,644,900,600
images1/source/images/16_19.jpg,images1/source/labels/16_19_label.jpg,203,399,331,651,900,600
images1/source/images/16_20.jpg,images1/source/labels/16_20_label.jpg,205,407,337,659,900,600
images1/source/images/16_21.jpg,images1/source/labels/16_21_label.jpg,209,410,329,646,900,600
images1/source/images/16_22.jpg,images1/source/labels/16_22_label.jpg,208,418,338,633,900,600
images1/source/images/16_23.jpg,images1/source/labels/16_23_label.jpg,207,426,347,621,900,600
images1/source/images/16_24.jpg,images1/source/labels/16_24_label.jpg,216,434,357,620,900,600
images1/source/images/16_25.jpg,images1/source/labels/16_25_label.jpg,222,443,367,623,900,600
images1/source/images/16_26.jpg,images1/source/labels/16_26_label.jpg,214,442,369,619,900,600
images1/source/images/16_27.jpg,images1/source/labels/16_27_label.jpg,207,441,371,615,900,600
images1/source/images/16_28.jpg,images1/source/labels/16_28_label.jpg,199,440,373,611,900,600
images1/source/images/16_29.jpg,images1/source/labels/16_29_label.jpg,229,435,377,615,900,600
images1/source/images/16_30.jpg,images1/source/labels/16_30_label.jpg,231,438,369,610,900,600
images1/source/images/16_31.jpg,images1/source/labels/16_31_label.jpg,233,435,370,603,900,600
images1/source/images/16_32.jpg,images1/source/labels/16_32_label.jpg,235,432,370,596,900,600
images1/source/images/16_33.jpg,images1/source/labels/16_33_label.jpg,237,430,370,589,900,600
images1/source/images/16_34.jpg,images1/source/labels/16_34_label.jpg,239,427,370,582,900,600
images1/source/images/16_35.jpg,images1/source/labels/16_35_label.jpg,244,425,376,561,900,600
images1/source/images/16_36.jpg,images1/source/labels/16_36_label.jpg,246,374,384,537,900,600
images1/source/images/16_37.jpg,images1/source/labels/16_37_label.jpg,247,354,391,524,900,600
images1/source/images/16_38.jpg,images1/source/labels/16_38_label.jpg,249,353,393,520,900,600
images1/source/images/16_39.jpg,images1/source/labels/16_39_label.jpg,250,353,395,517,900,600
images1/source/images/16_40.jpg,images1/source/labels/16_40_label.jpg,251,353,397,514,900,600
images1/source/images/16_41.jpg,images1/source/labels/16_41_label.jpg,253,353,399,510,900,600
images1/source/images/16_42.jpg,images1/source/labels/16_42_label.jpg,254,353,401,507,900,600
images1/source/images/16_8.jpg,images1/source/labels/16_8_label.jpg,212,376,412,612,900,600
images1/source/images/16_9.jpg,images1/source/labels/16_9_label.jpg,212,369,404,604,900,600
images1/source/images/17_10.jpg,images1/source/labels/17_10_label.jpg,133,306,372,572,900,600
images1/source/images/17_11.jpg,images1/source/labels/17_11_label.jpg,134,311,369,571,900,600
images1/source/images/17_12.jpg,images1/source/labels/17_12_label.jpg,135,270,378,564,900,600
images1/source/images/17_13.jpg,images1/source/labels/17_13_label.jpg,136,255,378,566,900,600
images1/source/images/17_14.jpg,images1/source/labels/17_14_label.jpg,128,251,377,573,900,600
images1/source/images/17_15.jpg,images1/source/labels/17_15_label.jpg,124,248,378,576,900,600
images1/source/images/17_16.jpg,images1/source/labels/17_16_label.jpg,120,242,365,569,900,600
images1/source/images/17_17.jpg,images1/source/labels/17_17_label.jpg,116,230,361,580,900,600
images1/source/images/17_18.jpg,images1/source/labels/17_18_label.jpg,120,243,362,570,900,600
images1/source/images/17_19.jpg,images1/source/labels/17_19_label.jpg,123,240,362,572,900,600
images1/source/images/17_20.jpg,images1/source/labels/17_20_label.jpg,120,232,375,568,900,600
images1/source/images/17_21.jpg,images1/source/labels/17_21_label.jpg,128,215,375,562,900,600
images1/source/images/17_22.jpg,images1/source/labels/17_22_label.jpg,128,220,371,560,900,600
images1/source/images/17_23.jpg,images1/source/labels/17_23_label.jpg,126,220,368,539,900,600
images1/source/images/17_24.jpg,images1/source/labels/17_24_label.jpg,128,212,378,519,900,600
images1/source/images/17_25.jpg,images1/source/labels/17_25_label.jpg,124,220,373,514,900,600
images1/source/images/17_26.jpg,images1/source/labels/17_26_label.jpg,121,218,369,510,900,600
images1/source/images/17_27.jpg,images1/source/labels/17_27_label.jpg,124,220,370,509,900,600
images1/source/images/17_28.jpg,images1/source/labels/17_28_label.jpg,125,218,366,501,900,600
images1/source/images/17_29.jpg,images1/source/labels/17_29_label.jpg,126,215,377,505,900,600
images1/source/images/17_30.jpg,images1/source/labels/17_30_label.jpg,124,220,365,504,900,600
images1/source/images/17_31.jpg,images1/source/labels/17_31_label.jpg,127,216,378,501,900,600
images1/source/images/17_32.jpg,images1/source/labels/17_32_label.jpg,123,212,374,499,900,600
images1/source/images/17_33.jpg,images1/source/labels/17_33_label.jpg,119,211,367,500,900,600
images1/source/images/17_34.jpg,images1/source/labels/17_34_label.jpg,124,205,386,501,900,600
images1/source/images/17_35.jpg,images1/source/labels/17_35_label.jpg,128,199,404,502,900,600
images1/source/images/17_5.jpg,images1/source/labels/17_5_label.jpg,142,284,397,552,900,600
images1/source/images/17_6.jpg,images1/source/labels/17_6_label.jpg,141,293,389,562,900,600
images1/source/images/17_7.jpg,images1/source/labels/17_7_label.jpg,140,291,392,565,900,600
images1/source/images/17_8.jpg,images1/source/labels/17_8_label.jpg,136,302,378,573,900,600
images1/source/images/17_9.jpg,images1/source/labels/17_9_label.jpg,131,303,375,574,900,600
images1/source/images/1_10.jpg,images1/source/labels/1_10_label.jpg,202,276,507,596,900,600
images1/source/images/1_1.jpg,images1/source/labels/1_1_label.jpg,191,285,531,637,900,600
images1/source/images/1_2.jpg,images1/source/labels/1_2_label.jpg,186,284,525,643,900,600
images1/source/images/1_3.jpg,images1/source/labels/1_3_label.jpg,190,276,536,654,900,600
images1/source/images/1_4.jpg,images1/source/labels/1_4_label.jpg,188,274,521,651,900,600
images1/source/images/1_5.jpg,images1/source/labels/1_5_label.jpg,188,270,515,645,900,600
images1/source/images/1_6.jpg,images1/source/labels/1_6_label.jpg,183,272,507,638,900,600
images1/source/images/1_7.jpg,images1/source/labels/1_7_label.jpg,189,278,495,624,900,600
images1/source/images/1_8.jpg,images1/source/labels/1_8_label.jpg,187,275,507,617,900,600
images1/source/images/1_9.jpg,images1/source/labels/1_9_label.jpg,192,274,508,621,900,600
images1/source/images/24_0.jpg,images1/source/labels/24_0_label.jpg,141,289,175,341,687,528
images1/source/images/24_10.jpg,images1/source/labels/24_10_label.jpg,108,295,162,392,687,528
images1/source/images/24_11.jpg,images1/source/labels/24_11_label.jpg,104,296,160,392,687,528
images1/source/images/24_12.jpg,images1/source/labels/24_12_label.jpg,101,297,159,392,687,528
images1/source/images/24_13.jpg,images1/source/labels/24_13_label.jpg,97,298,157,392,687,528
images1/source/images/24_14.jpg,images1/source/labels/24_14_label.jpg,93,299,155,392,687,528
images1/source/images/24_15.jpg,images1/source/labels/24_15_label.jpg,91,298,151,397,687,528
images1/source/images/24_16.jpg,images1/source/labels/24_16_label.jpg,90,297,148,402,687,528
images1/source/images/24_17.jpg,images1/source/labels/24_17_label.jpg,89,297,144,407,687,528
images1/source/images/24_18.jpg,images1/source/labels/24_18_label.jpg,87,297,140,413,687,528
images1/source/images/24_19.jpg,images1/source/labels/24_19_label.jpg,86,298,140,417,687,528
images1/source/images/24_1.jpg,images1/source/labels/24_1_label.jpg,137,285,175,343,687,528
images1/source/images/24_20.jpg,images1/source/labels/24_20_label.jpg,85,299,140,420,687,528
images1/source/images/24_21.jpg,images1/source/labels/24_21_label.jpg,84,300,140,424,687,528
images1/source/images/24_22.jpg,images1/source/labels/24_22_label.jpg,83,302,140,428,687,528
images1/source/images/24_23.jpg,images1/source/labels/24_23_label.jpg,83,306,138,435,687,528
images1/source/images/24_24.jpg,images1/source/labels/24_24_label.jpg,83,309,137,441,687,528
images1/source/images/24_25.jpg,images1/source/labels/24_25_label.jpg,83,312,136,448,687,528
images1/source/images/24_26.jpg,images1/source/labels/24_26_label.jpg,82,316,134,455,687,528
images1/source/images/24_27.jpg,images1/source/labels/24_27_label.jpg,81,318,138,461,687,528
images1/source/images/24_28.jpg,images1/source/labels/24_28_label.jpg,80,319,141,466,687,528
images1/source/images/24_29.jpg,images1/source/labels/24_29_label.jpg,79,320,144,471,687,528
images1/source/images/24_2.jpg,images1/source/labels/24_2_label.jpg,134,281,173,344,687,528
images1/source/images/24_30.jpg,images1/source/labels/24_30_label.jpg,77,322,147,477,687,528
images1/source/images/24_31.jpg,images1/source/labels/24_31_label.jpg,79,325,151,495,687,528
images1/source/images/24_32.jpg,images1/source/labels/24_32_label.jpg,80,328,154,514,687,528
images1/source/images/24_33.jpg,images1/source/labels/24_33_label.jpg,80,332,157,535,687,528
images1/source/images/24_34.jpg,images1/source/labels/24_34_label.jpg,80,337,161,557,687,528
images1/source/images/24_35.jpg,images1/source/labels/24_35_label.jpg,81,336,165,559,687,528
images1/source/images/24_36.jpg,images1/source/labels/24_36_label.jpg,82,335,168,560,687,528
images1/source/images/24_37.jpg,images1/source/labels/24_37_label.jpg,82,335,171,562,687,528
images1/source/images/24_38.jpg,images1/source/labels/24_38_label.jpg,83,334,174,564,687,528
images1/source/images/24_39.jpg,images1/source/labels/24_39_label.jpg,82,332,179,568,687,528
images1/source/images/24_3.jpg,images1/source/labels/24_3_label.jpg,131,278,171,346,687,528
images1/source/images/24_40.jpg,images1/source/labels/24_40_label.jpg,81,331,184,573,687,528
images1/source/images/24_41.jpg,images1/source/labels/24_41_label.jpg,80,331,188,578,687,528
images1/source/images/24_42.jpg,images1/source/labels/24_42_label.jpg,78,332,193,584,687,528
images1/source/images/24_43.jpg,images1/source/labels/24_43_label.jpg,80,334,194,581,687,528
images1/source/images/24_44.jpg,images1/source/labels/24_44_label.jpg,81,336,194,579,687,528
images1/source/images/24_45.jpg,images1/source/labels/24_45_label.jpg,82,338,194,578,687,528
images1/source/images/24_46.jpg,images1/source/labels/24_46_label.jpg,83,340,194,577,687,528
images1/source/images/24_47.jpg,images1/source/labels/24_47_label.jpg,83,342,195,577,687,528
images1/source/images/24_48.jpg,images1/source/labels/24_48_label.jpg,83,345,195,577,687,528
images1/source/images/24_49.jpg,images1/source/labels/24_49_label.jpg,83,347,196,577,687,528
images1/source/images/24_4.jpg,images1/source/labels/24_4_label.jpg,127,274,168,347,687,528
images1/source/images/24_50.jpg,images1/source/labels/24_50_label.jpg,83,349,196,577,687,528
images1/source/images/24_51.jpg,images1/source/labels/24_51_label.jpg,83,351,196,577,687,528
images1/source/images/24_52.jpg,images1/source/labels/24_52_label.jpg,83,354,195,578,687,528
images1/source/images/24_53.jpg,images1/source/labels/24_53_label.jpg,85,355,203,569,687,528
images1/source/images/24_54.jpg,images1/source/labels/24_54_label.jpg,86,357,210,561,687,528
images1/source/images/24_55.jpg,images1/source/labels/24_55_label.jpg,87,358,217,553,687,528
images1/source/images/24_56.jpg,images1/source/labels/24_56_label.jpg,88,359,224,545,687,528
images1/source/images/24_57.jpg,images1/source/labels/24_57_label.jpg,89,361,231,537,687,528
images1/source/images/24_58.jpg,images1/source/labels/24_58_label.jpg,94,360,235,537,687,528
images1/source/images/24_59.jpg,images1/source/labels/24_59_label.jpg,98,359,238,537,687,528
images1/source/images/24_5.jpg,images1/source/labels/24_5_label.jpg,124,271,165,349,687,528
images1/source/images/24_60.jpg,images1/source/labels/24_60_label.jpg,101,358,241,537,687,528
images1/source/images/24_61.jpg,images1/source/labels/24_61_label.jpg,105,357,245,537,687,528
images1/source/images/24_62.jpg,images1/source/labels/24_62_label.jpg,107,356,248,531,687,528
images1/source/images/24_63.jpg,images1/source/labels/24_63_label.jpg,108,356,251,526,687,528
images1/source/images/24_64.jpg,images1/source/labels/24_64_label.jpg,109,356,254,521,687,528
images1/source/images/24_65.jpg,images1/source/labels/24_65_label.jpg,110,356,256,516,687,528
images1/source/images/24_66.jpg,images1/source/labels/24_66_label.jpg,112,355,258,510,687,528
images1/source/images/24_67.jpg,images1/source/labels/24_67_label.jpg,113,355,261,505,687,528
images1/source/images/24_68.jpg,images1/source/labels/24_68_label.jpg,112,356,263,502,687,528
images1/source/images/24_69.jpg,images1/source/labels/24_69_label.jpg,111,357,264,500,687,528
images1/source/images/24_6.jpg,images1/source/labels/24_6_label.jpg,120,267,161,351,687,528
images1/source/images/24_70.jpg,images1/source/labels/24_70_label.jpg,110,359,265,498,687,528
images1/source/images/24_71.jpg,images1/source/labels/24_71_label.jpg,108,362,267,495,687,528
images1/source/images/24_72.jpg,images1/source/labels/24_72_label.jpg,112,357,256,486,687,528
images1/source/images/24_73.jpg,images1/source/labels/24_73_label.jpg,115,352,246,477,687,528
images1/source/images/24_74.jpg,images1/source/labels/24_74_label.jpg,117,347,235,468,687,528
images1/source/images/24_75.jpg,images1/source/labels/24_75_label.jpg,120,342,224,459,687,528
images1/source/images/24_76.jpg,images1/source/labels/24_76_label.jpg,124,341,218,454,687,528
images1/source/images/24_77.jpg,images1/source/labels/24_77_label.jpg,127,341,212,449,687,528
images1/source/images/24_78.jpg,images1/source/labels/24_78_label.jpg,130,341,206,444,687,528
images1/source/images/24_79.jpg,images1/source/labels/24_79_label.jpg,132,341,200,439,687,528
images1/source/images/24_7.jpg,images1/source/labels/24_7_label.jpg,117,274,162,361,687,528
images1/source/images/24_80.jpg,images1/source/labels/24_80_label.jpg,134,341,194,434,687,528
images1/source/images/24_81.jpg,images1/source/labels/24_81_label.jpg,133,335,193,428,687,528
images1/source/images/24_82.jpg,images1/source/labels/24_82_label.jpg,132,329,191,423,687,528
images1/source/images/24_83.jpg,images1/source/labels/24_83_label.jpg,131,323,190,417,687,528
images1/source/images/24_84.jpg,images1/source/labels/24_84_label.jpg,130,318,189,412,687,528
images1/source/images/24_85.jpg,images1/source/labels/24_85_label.jpg,129,312,187,407,687,528
images1/source/images/24_86.jpg,images1/source/labels/24_86_label.jpg,128,307,185,401,687,528
images1/source/images/24_87.jpg,images1/source/labels/24_87_label.jpg,128,309,182,398,687,528
images1/source/images/24_88.jpg,images1/source/labels/24_88_label.jpg,127,310,179,395,687,528
images1/source/images/24_89.jpg,images1/source/labels/24_89_label.jpg,125,312,175,392,687,528
images1/source/images/24_8.jpg,images1/source/labels/24_8_label.jpg,114,281,163,371,687,528
images1/source/images/24_90.jpg,images1/source/labels/24_90_label.jpg,126,308,174,383,687,528
images1/source/images/24_91.jpg,images1/source/labels/24_91_label.jpg,126,304,173,375,687,528
images1/source/images/24_92.jpg,images1/source/labels/24_92_label.jpg,126,301,172,367,687,528
images1/source/images/24_93.jpg,images1/source/labels/24_93_label.jpg,127,299,170,358,687,528
images1/source/images/24_94.jpg,images1/source/labels/24_94_label.jpg,127,292,176,353,687,528
images1/source/images/24_95.jpg,images1/source/labels/24_95_label.jpg,126,285,181,349,687,528
images1/source/images/24_96.jpg,images1/source/labels/24_96_label.jpg,126,280,187,345,687,528
images1/source/images/24_97.jpg,images1/source/labels/24_97_label.jpg,126,275,192,341,687,528
images1/source/images/24_98.jpg,images1/source/labels/24_98_label.jpg,125,270,198,337,687,528
images1/source/images/24_9.jpg,images1/source/labels/24_9_label.jpg,111,288,163,381,687,528
images1/source/images/2_10.jpg,images1/source/labels/2_10_label.jpg,148,210,493,575,900,600
images1/source/images/2_11.jpg,images1/source/labels/2_11_label.jpg,150,209,500,581,900,600
images1/source/images/2_12.jpg,images1/source/labels/2_12_label.jpg,155,210,510,585,900,600
images1/source/images/2_13.jpg,images1/source/labels/2_13_label.jpg,158,207,516,587,900,600
images1/source/images/2_14.jpg,images1/source/labels/2_14_label.jpg,157,201,525,584,900,600
images1/source/images/2_4.jpg,images1/source/labels/2_4_label.jpg,162,209,499,546,900,600
images1/source/images/2_5.jpg,images1/source/labels/2_5_label.jpg,153,213,493,552,900,600
images1/source/images/2_6.jpg,images1/source/labels/2_6_label.jpg,153,214,487,560,900,600
images1/source/images/2_7.jpg,images1/source/labels/2_7_label.jpg,150,214,491,571,900,600
images1/source/images/2_8.jpg,images1/source/labels/2_8_label.jpg,150,213,491,572,900,600
images1/source/images/2_9.jpg,images1/source/labels/2_9_label.jpg,148,213,493,576,900,600
images1/source/images/38_11.jpg,images1/source/labels/38_11_label.jpg,146,273,432,563,900,600
images1/source/images/38_12.jpg,images1/source/labels/38_12_label.jpg,149,275,435,562,900,600
images1/source/images/38_13.jpg,images1/source/labels/38_13_label.jpg,151,277,438,561,900,600
images1/source/images/38_14.jpg,images1/source/labels/38_14_label.jpg,150,283,437,574,900,600
images1/source/images/38_15.jpg,images1/source/labels/38_15_label.jpg,149,292,437,587,900,600
images1/source/images/38_16.jpg,images1/source/labels/38_16_label.jpg,148,302,436,602,900,600
images1/source/images/38_17.jpg,images1/source/labels/38_17_label.jpg,151,304,441,611,900,600
images1/source/images/38_18.jpg,images1/source/labels/38_18_label.jpg,154,306,445,620,900,600
images1/source/images/38_19.jpg,images1/source/labels/38_19_label.jpg,155,306,446,615,900,600
images1/source/images/38_20.jpg,images1/source/labels/38_20_label.jpg,156,307,446,611,900,600
images1/source/images/38_21.jpg,images1/source/labels/38_21_label.jpg,158,301,450,613,900,600
images1/source/images/38_22.jpg,images1/source/labels/38_22_label.jpg,160,297,454,616,900,600
images1/source/images/38_23.jpg,images1/source/labels/38_23_label.jpg,161,319,450,613,900,600
images1/source/images/38_24.jpg,images1/source/labels/38_24_label.jpg,159,341,445,614,900,600
images1/source/images/38_25.jpg,images1/source/labels/38_25_label.jpg,155,330,438,606,900,600
